Key,Description,en,ko
tut:Weapon Basics:ReticleInfo29,A tutorial label,"At the center, you have the weapon targeting reticle or pipper.",중앙에는 무기 조준점(피퍼)이 표시됩니다.
tut:Weapon Basics:WeaponInfo30,A tutorial label,"Here, you have weapon type, name, and shots remaining.","여기에는 무기 종류, 이름, 남은 발수가 표시됩니다."
tut:Weapon Basics:WeaponSwitching31,A tutorial label,You can cycle through all ARMED weapons by pressing the button on the joystick.,조종간의 버튼을 눌러 무장된 모든 무기를 차례로 전환할 수 있습니다.
tut:Weapon Basics:WeaponSwitching32,A tutorial label,Switch to HYDRA70,HYDRA70으로 전환하십시오.
tut:Weapon Basics:WeaponSwitching33,A tutorial label,Switch to GAU-8,GAU-8로 전환하십시오.
tut:Weapon Basics:Firing34,A tutorial label,These unguided weapons can be fired by simply pulling the trigger on the joystick.,이런 무유도 무기는 조종간의 방아쇠를 당기기만 하면 발사됩니다.
tut:Weapon Basics:Firing 235,A tutorial label,You have limited stores so save your rounds for the targets.,탄약이 제한되어 있으니 표적을 위해 아껴 두십시오.
tut:Weapon Basics:GunMission136,A tutorial label,Let's try deploying the GAU-8 on some ground targets.,GAU-8을 지상 표적에 사용해 봅시다.
tut:Weapon Basics:GunMission237,A tutorial label,"In a moment, you'll receive a mission objective.",잠시 후 임무 목표를 받게 됩니다.
tut:Weapon Basics:GunMission338,A tutorial label,You can auto-slew your TGP to the objective waypoint by pressing the WPT button in the TGP screen.,TGP 화면의 WPT 버튼을 누르면 TGP가 목표 경유지로 자동 조준됩니다.
tut:Weapon Basics:GunMission4 Start39,A tutorial label,Go ahead and destroy the tanks.,이제 전차들을 파괴하십시오.
tut:Weapon Basics:GunMission40,A tutorial label,,
tut:Weapon Basics:GoodJobGuns41,A tutorial label,Great job!  Now let's work with rockets.,잘했습니다! 이제 로켓을 사용해 봅시다.
tut:Weapon Basics:SwitchToRockets42,A tutorial label,Switch to HYDRA70,HYDRA70으로 전환하십시오.
tut:Weapon Basics:Rocket info43,A tutorial label,"Hydra 70's are small, unguided rockets.",Hydra 70은 소형 무유도 로켓입니다.
tut:Weapon Basics:Rocket info 244,A tutorial label,"By default, each pull of the trigger will fire one rocket.",기본 설정에서는 방아쇠를 한 번 당길 때마다 로켓이 한 발씩 발사됩니다.
tut:Weapon Basics:Rocket info 345,A tutorial label,"However, they can be configured to launch rapidly.  This is called 'ripple' firing.",하지만 연속으로 빠르게 발사하도록 설정할 수도 있습니다. 이를 '리플(연속 발사)'이라고 합니다.
tut:Weapon Basics:Rocket info 446,A tutorial label,"To access a weapons config menu, set the EQUIP MFD page to CONFIG mode",무기 설정 메뉴에 들어가려면 EQUIP MFD 페이지를 CONFIG 모드로 설정하십시오
tut:Weapon Basics:Set to config mode47,A tutorial label,Set to CONFIG mode,CONFIG 모드로 설정하십시오.
tut:Weapon Basics:Rocket info 548,A tutorial label,"Then, select the weapon you want to configure.",그다음 설정할 무기를 선택하십시오.
tut:Weapon Basics:Rocket info 649,A tutorial label,"If you have multiple of the same weapon, the settings will be copied over to all of them.",같은 무기를 여러 개 장착한 경우 설정이 전부에 똑같이 적용됩니다.
tut:Weapon Basics:TryRipple50,A tutorial label,Try setting the rockets to different ripple intervals and destroy the next set of targets.,로켓의 연속 발사 간격을 바꿔 가며 다음 표적들을 파괴하십시오.
tut:Weapon Basics:RocketMission51,A tutorial label,,
tut:Weapon Basics:Well done52,A tutorial label,Well done! You've destroyed all of the targets.,잘했습니다! 모든 표적을 파괴했습니다.
tut:Weapon Basics:Conclusion53,A tutorial label,This concludes the basic weapons tutorial.,이것으로 기본 무기 튜토리얼을 마칩니다.
Mk-82 Bomb x2_fullName,Full equip name of: Mk-82 Bomb x2,Mk-82 Bomb x2,Mk-82 폭탄 x2
Mk-82 Bomb x2_description,Item description of: Mk-82 Bomb x2,Two standard un-guided 500lb bombs.,표준형 무유도 500파운드 폭탄 2발입니다.
AGM-161 Anti Surface Stand-off Missile_fullName,Full equip name of: AGM-161 Anti Surface Stand-off Missile,AGM-161 Anti Surface Stand-off Missile,AGM-161 원거리 발사 공대지 미사일
AGM-161 Anti Surface Stand-off Missile_description,Item description of: AGM-161 Anti Surface Stand-off Missile,A cruise missile designed to deliver a large payload to a ground target over a long distance.  It follows a pre-programmed GPS course with automatic terrain avoidance.,장거리에서 지상 목표에 대형 탄두를 투사하도록 설계된 순항 미사일입니다. 사전 입력된 GPS 경로를 따라 비행하며 자동으로 지형을 회피합니다.
eqSublabel_GPS-CRUISE,HUD sub-label of an equip,GPS CRUISE,GPS 순항
PAC-3_fullName,Full equip name of: PAC-3,PAC-3,PAC-3
PAC-3_description,Item description of: PAC-3,Radar-guided surface-to-air defense missile.,레이더 유도 지대공 방어 미사일입니다.
GMA-14 x3_fullName,Full equip name of: GMA-14 x3,GMA-14 x3,GMA-14 x3
GMA-14 x3_description,Item description of: GMA-14 x3,A rack of 3 laser guided anti-tank missiles.,레이저 유도 대전차 미사일 3발입니다.
FLKM-100_fullName,Full equip name of: FLKM-100,FLKM-100,FLKM-100
FLKM-100_description,Item description of: FLKM-100,Dual stage long range active radar-guided missile that deploys a field of explosive munitions.,폭발성 자탄을 광범위하게 살포하는 2단 장거리 능동 레이더 유도 미사일입니다.
MK-82 x32_fullName,Full equip name of: MK-82 x32,MK-82 x32,MK-82 폭탄 x32
MK-82 x32_description,Item description of: MK-82 x32,A rack of 32 MK-82 bombs.,MK-82 폭탄 32발이 장착된 랙입니다.
CAGM-6 Cluster Missile_fullName,Full equip name of: CAGM-6 Cluster Missile,CAGM-6 Cluster Missile,CAGM-6 확산탄 미사일
CAGM-6 Cluster Missile_description,Item description of: CAGM-6 Cluster Missile,"An optically guided ""fire-and-forget"" missile. 
Deploys 6 submunitions that independently seek targets in the field of view.","광학 유도 미사일입니다. 발사 후에는 알아서 목표를 향해 유도됩니다(발사 후 망각).
시야 내 목표를 각자 추적하는 자탄 6발을 전개합니다."
eqSublabel_OPTICAL-FF-CLUSTER,HUD sub-label of an equip,OPTICAL FF CLUSTER,OPTICAL FF CLUSTER
AGM-126 SideARM II x2_fullName,Full equip name of: AGM-126 SideARM II x2,AGM-126 SideARM II x2,AGM-126 SideARM II x2
AGM-126 SideARM II x2_description,Item description of: AGM-126 SideARM II x2,Compact short range anti-radiation missile based on the AIM-9x.,AIM-9x를 기반으로 한 소형 단거리 대레이더 미사일입니다.
AIM-9 Sidewinder x3_fullName,Full equip name of: AIM-9 Sidewinder x3,AIM-9 Sidewinder x3,AIM-9 사이드와인더 x3
AIM-9 Sidewinder x3_description,Item description of: AIM-9 Sidewinder x3,A rack of three standard heat-seeking Sidewinder anti-air missiles.,표준형 열추적 사이드와인더 대공 미사일 3발입니다.
F/A-26B_mfd_cam:B3,Label for an MFD button (short!).,PREV,이전
F/A-26B_mfd_cam:B5,Label for an MFD button (short!).,NEXT,다음
F/A-26B_mfd_home:B1,Label for an MFD button (short!).,NAV,항법
F/A-26B_mfd_home:B1_tooltip,Tooltip for an MFD button.,Navigation,항법
F/A-26B_mfd_home:B2,Label for an MFD button (short!).,OBJ,목표
F/A-26B_mfd_home:B2_tooltip,Tooltip for an MFD button.,Objectives,임무 목표
F/A-26B_mfd_home:B3,Label for an MFD button (short!).,CAM,CAM
F/A-26B_mfd_home:B3_tooltip,Tooltip for an MFD button.,External Cameras,외부 카메라
F/A-26B_mfd_home:B4,Label for an MFD button (short!).,TGP,TGP
F/A-26B_mfd_home:B4_tooltip,Tooltip for an MFD button.,Targeting,조준 포드
F/A-26B_mfd_home:B5,Label for an MFD button (short!).,GPS,GPS
F/A-26B_mfd_home:B5_tooltip,Tooltip for an MFD button.,GPS Targets,GPS 표적
F/A-26B_mfd_home:R2,Label for an MFD button (short!).,S-CAM,관전
F/A-26B_mfd_home:R2_tooltip,Tooltip for an MFD button.,Spectator Camera,관전 카메라
F/A-26B_mfd_home:R3,Label for an MFD button (short!).,GAME,게임
F/A-26B_mfd_home:R3_tooltip,Tooltip for an MFD button.,Game Menu,게임 메뉴
F/A-26B_mfd_home:R4,Label for an MFD button (short!).,LOG,기록
F/A-26B_mfd_home:R4_tooltip,Tooltip for an MFD button.,Flight Log,비행 기록
F/A-26B_mfd_home:L2,Label for an MFD button (short!).,EQUIP,장비
F/A-26B_mfd_home:L2_tooltip,Tooltip for an MFD button.,Mounted Equipment,탑재 장비
F/A-26B_mfd_home:L3,Label for an MFD button (short!).,OPTION,옵션
F/A-26B_mfd_home:L3_tooltip,Tooltip for an MFD button.,Options,옵션
F/A-26B_mfd_home:L4,Label for an MFD button (short!).,COMMS,통신
F/A-26B_mfd_home:L4_tooltip,Tooltip for an MFD button.,Communications,통신
F/A-26B_mfd_home:T4,Label for an MFD button (short!).,RADAR,레이더
F/A-26B_mfd_home:T4_tooltip,Tooltip for an MFD button.,Radar,레이더
F/A-26B_mfd_home:T5,Label for an MFD button (short!).,ARAD,ARAD
F/A-26B_mfd_home:T5_tooltip,Tooltip for an MFD button.,Anti-Radar Attack Display,대레이더 공격 표시
F/A-26B_mfd_home:R5,Label for an MFD button (short!).,DATA,데이터
F/A-26B_mfd_home:R5_tooltip,Tooltip for an MFD button.,Flight Data,비행 데이터
F/A-26B_mfd_home:L5,Label for an MFD button (short!).,CMS,CMS
F/A-26B_mfd_home:L5_tooltip,Tooltip for an MFD button.,Countermeasure System,기만 장비 시스템
F/A-26B_mfd_flightLog:R2_tooltip,Tooltip for an MFD button.,Scroll Up,위로 스크롤
F/A-26B_mfd_flightLog:R4_tooltip,Tooltip for an MFD button.,Scroll Down,아래로 스크롤
F/A-26B_mfd_flightLog:R5_tooltip,Tooltip for an MFD button.,Scroll Bottom,맨 아래로 스크롤
F/A-26B_mfd_flightLog:B3_tooltip,Tooltip for an MFD button.,Dump log to file.,비행 기록 파일로 저장
F/A-26B_mfd_mission:B1,Label for an MFD button (short!).,WPT,WPT
F/A-26B_mfd_mission:B1_tooltip,Tooltip for an MFD button.,Set Waypoint,경유지 지정
F/A-26B_mfd_mission:B3,Label for an MFD button (short!).,NEXT,다음
F/A-26B_mfd_mission:B3_tooltip,Tooltip for an MFD button.,Next Objective,다음 목표
F/A-26B_mfd_mission:B5,Label for an MFD button (short!).,PREV,이전
F/A-26B_mfd_mission:B5_tooltip,Tooltip for an MFD button.,Previous Objective,이전 목표
F/A-26B_mfd_gpsTgts:T2,Label for an MFD button (short!).,MAP,지도
F/A-26B_mfd_gpsTgts:T2_tooltip,Tooltip for an MFD button.,Nav Map,항법 지도
F/A-26B_mfd_gpsTgts:T3,Label for an MFD button (short!).,WPT,WPT
F/A-26B_mfd_gpsTgts:T3_tooltip,Tooltip for an MFD button.,Set Waypoints,경유지 지정
F/A-26B_mfd_gpsTgts:L2_tooltip,Tooltip for an MFD button.,Previous Group,이전 그룹
F/A-26B_mfd_gpsTgts:L3_tooltip,Tooltip for an MFD button.,Next Group,다음 그룹
F/A-26B_mfd_gpsTgts:B1_tooltip,Tooltip for an MFD button.,Create Group,그룹 생성
F/A-26B_mfd_gpsTgts:B2_tooltip,Tooltip for an MFD button.,Delete Group,그룹 삭제
F/A-26B_mfd_gpsTgts:B4_tooltip,Tooltip for an MFD button.,Delete Target,표적 삭제
F/A-26B_mfd_gpsTgts:R3_tooltip,Tooltip for an MFD button.,Next Target,다음 표적
F/A-26B_mfd_gpsTgts:R2_tooltip,Tooltip for an MFD button.,Previous Target,이전 표적
F/A-26B_mfd_gpsTgts:R1_tooltip,Tooltip for an MFD button.,Toggle Path Mode,경로 모드 전환
F/A-26B_mfd_gpsTgts:R4_tooltip,Tooltip for an MFD button.,Move Up,위로
F/A-26B_mfd_gpsTgts:R5_tooltip,Tooltip for an MFD button.,MoveDown,아래로
F/A-26B_mfd_gpsTgts:B5,Label for an MFD button (short!).,SEND,전송
F/A-26B_mfd_gpsTgts:B5_tooltip,Tooltip for an MFD button.,Send Data,데이터 전송
F/A-26B_mfd_flyCam:B2,Label for an MFD button (short!).,START,켜기
F/A-26B_mfd_flyCam:B2_tooltip,Tooltip for an MFD button.,Start Camera,카메라 켜기
F/A-26B_mfd_flyCam:B3,Label for an MFD button (short!).,END,끄기
F/A-26B_mfd_flyCam:B3_tooltip,Tooltip for an MFD button.,End Camera,카메라 끄기
F/A-26B_mfd_flyCam:B1,Label for an MFD button (short!).,VIEW,보기
F/A-26B_mfd_flyCam:B1_tooltip,Tooltip for an MFD button.,Toggle Preview,미리보기 전환
F/A-26B_mfd_flyCam:R1,Label for an MFD button (short!).,RANDM,랜덤
F/A-26B_mfd_flyCam:R1_tooltip,Tooltip for an MFD button.,Toggle Random,랜덤 전환
F/A-26B_mfd_flyCam:L3,Label for an MFD button (short!).,FOV:,FOV:
F/A-26B_mfd_flyCam:L3_tooltip,Tooltip for an MFD button.,Toggle FOV,시야각 전환
F/A-26B_mfd_flyCam:L4,Label for an MFD button (short!)., ,
F/A-26B_mfd_flyCam:L4_tooltip,Tooltip for an MFD button.,Toggle AutoFOV,자동 시야각 전환
F/A-26B_mfd_flyCam:L5,Label for an MFD button (short!)., ,
F/A-26B_mfd_flyCam:L5_tooltip,Tooltip for an MFD button.,Toggle Audio,오디오 전환
F/A-26B_mfd_flyCam:R2,Label for an MFD button (short!).,MODE,카메라
F/A-26B_mfd_flyCam:R2_tooltip,Tooltip for an MFD button.,Toggle Cam Mode,카메라 모드 전환
F/A-26B_mfd_flyCam:R3,Label for an MFD button (short!).,LOOK,시야
F/A-26B_mfd_flyCam:R3_tooltip,Tooltip for an MFD button.,Toggle Look Mode,시야 모드 전환
F/A-26B_mfd_flyCam:R5,Label for an MFD button (short!)., ,
F/A-26B_mfd_flyCam:R5_tooltip,Tooltip for an MFD button.,Toggle Auto-Reset,자동 리셋 전환
F/A-26B_mfd_flyCam:B5,Label for an MFD button (short!)., ,
F/A-26B_mfd_flyCam:B5_tooltip,Tooltip for an MFD button.,Cycle Reset Time,리셋 시간 순환
F/A-26B_mfd_flyCam:T3,Label for an MFD button (short!).,SS,캡처
F/A-26B_mfd_flyCam:T3_tooltip,Tooltip for an MFD button.,4K Screenshot,4K 스크린샷
F/A-26B_mfd_antiRad:T5,Label for an MFD button (short!).,SOI,SOI
F/A-26B_mfd_antiRad:T5_tooltip,Tooltip for an MFD button.,Sensor of Interest,센서 활성화
F/A-26B_mfd_antiRad:R4,Label for an MFD button (short!).,HUD,HUD
F/A-26B_mfd_antiRad:R4_tooltip,Tooltip for an MFD button.,HUD Mode,HUD 모드
F/A-26B_mfd_antiRad:R5_tooltip,Tooltip for an MFD button.,Declutter,간소화
F/A-26B_mfd_cmsPage:L4_tooltip,Tooltip for an MFD button.,Release Mode,방출 모드
F/A-26B_mfd_cmsPage:B2,Label for an MFD button (short!).,-,-
F/A-26B_mfd_cmsPage:B2_tooltip,Tooltip for an MFD button.,- Release Rate,방출 속도 -
F/A-26B_mfd_cmsPage:B4,Label for an MFD button (short!).,+,+
F/A-26B_mfd_cmsPage:B4_tooltip,Tooltip for an MFD button.,+ Release Rate,방출 속도 +
F/A-26B_mfd_map:T2,Label for an MFD button (short!).,GPS,GPS
F/A-26B_mfd_map:T2_tooltip,Tooltip for an MFD button.,GPS Targets,GPS 표적들
F/A-26B_mfd_map:R2,Label for an MFD button (short!).,ZOOM+,확대
F/A-26B_mfd_map:R3,Label for an MFD button (short!).,ZOOM-,축소
F/A-26B_mfd_map:R4,Label for an MFD button (short!).,UP,위
F/A-26B_mfd_map:R5,Label for an MFD button (short!).,DOWN,아래
F/A-26B_mfd_map:B4,Label for an MFD button (short!).,LEFT,왼쪽
F/A-26B_mfd_map:B5,Label for an MFD button (short!).,RIGHT,오른쪽
F/A-26B_mfd_map:R1,Label for an MFD button (short!).,RESET,리셋
F/A-26B_mfd_map:R1_tooltip,Tooltip for an MFD button.,Reset Offset,오프셋 리셋
F/A-26B_mfd_map:T4,Label for an MFD button (short!).,MODE,모드
F/A-26B_mfd_map:T4_tooltip,Tooltip for an MFD button.,Toggle Rotation Mode,회전 모드 전환
F/A-26B_mfd_map:T5,Label for an MFD button (short!).,SOI,SOI
F/A-26B_mfd_map:T5_tooltip,Tooltip for an MFD button.,Toggle Sensor of Interest,센서 활성화 전환
