Key,Description,en,korean
AH-94_mfd_altitudeSettings:R4_tooltip,Tooltip for an MFD button.,Max Alt -,최대 고도 -
AH-94_mfd_altitudeSettings:L2_tooltip,Tooltip for an MFD button.,Toggle Alt Mode,고도 모드 토글
870L Fuel Drop Tank_fullName,Full equip name of: 870L Fuel Drop Tank,870L Fuel Drop Tank,870L 외부 연료 탱크
870L Fuel Drop Tank_description,Item description of: 870L Fuel Drop Tank,870 liter external fuel tank.,870L 외부 연료 탱크입니다.
AGM-126 SideARM II x1_fullName,Full equip name of: AGM-126 SideARM II x1,AGM-126 SideARM II x1,AGM-126 SideARM II x1
AGM-126 SideARM II x1_description,Item description of: AGM-126 SideARM II x1,Compact short range anti-radiation missile based on the AIM-9x.,AIM-9x를 소형화 한 단거리 대-레이더 미사일 입니다.
GBU-39 SD Bomb x3_fullName,Full equip name of: GBU-39 SD Bomb x3,GBU-39 SD Bomb x3,GBU-39 소형 폭탄 x3
GBU-39 SD Bomb x3_description,Item description of: GBU-39 SD Bomb x3,GPS guided small diameter bomb. It has built-in folding wings that allow it to glide for long distances and hit targets with precision.,GPS 유도 소형 활강 폭탄입니다.  접이식 날개가 부착되어 있어 장거리를 활강해 정확한 목표 타격이 가능합니다.
tutName_Vertical Flight,Name of a legacy tutorial objective,Vertical Flight,수직 비행
tutDesc_Vertical Flight,Description of a legacy tutorial,Complete the Vertical Flight tutorial.,수직 비행 튜토리얼을 완료하십시오.
tut:Vertical Flight:Intro10,A tutorial label,Welcome to the Vertical Flight autopilot training.,수직 비행 튜토리얼에 오신것을 환영합니다.
tut:Vertical Flight:Intro21,A tutorial label,"Vertical flight can be tricky, but by using the AP, you will be a master in no time.","수직 비행은 고난이도 기술이지만, 오토파일럿(AP) 기능을 통해 빠른 시간 안에 숙달이 가능합니다."
tut:Vertical Flight:CheckTilt2,A tutorial label,"First, make sure the engines are tilted at 90 degrees.","먼저, 엔진이 90 각도로 틀어져 있는지 확인 하십시오."
tut:Vertical Flight:CheckTilt3,A tutorial label,"First, make sure the engines are tilted at 90 degrees.","먼저, 엔진이 90 각도로 틀어져 있는지 확인 하십시오."
tut:Vertical Flight:EnableHVR4,A tutorial label,Enable HVR mode.,HVR 모드를 활성화 시키십시오.
tut:Vertical Flight:EnableALT5,A tutorial label,Enable ALT mode.,ALT 모드를 활성화 시키십시오.
tut:Vertical Flight:HVRInfo6,A tutorial label,The HVR mode will assist you in staying upright and keeping your horizontal velocity under control.,HVR 모드는 뒤집히지 않도록 보조해주며 수직 속도를 조정해 줍니다.
tut:Vertical Flight:ALTInfo7,A tutorial label,The ALT mode will take control of the engines and convert inputs into climb or descent rates.,ALT 모드는 엔진조정을 담당하며 입력을 상승 혹은 하강 속도로 치환시켜 줍니다.
tut:Vertical Flight:ALTInfo28,A tutorial label,Keeping your throttle centered will hold a hover,스로틀을 중앙에 위치시키면 호버링이 가능합니다
tut:Vertical Flight:ALTInfo39,A tutorial label,Raise or lower the throttle to climb or descend,스로틀을 올리거나 내려서 상승 혹은 하강하십시
tut:Vertical Flight:AltThrottleInfo10,A tutorial label,Altitude Control Status,고도 조정 수치
tut:Vertical Flight:DontTilt11,A tutorial label,Keep your left thumb away from the tilt control.,왼쪽 엄지를 틸트 컨드롤에서 때십시오.
tut:Vertical Flight:DontTilt212,A tutorial label,Any engine tilt less than 90 will disengage HVR AP,90도 이하의 엔진 각도는 자동으로 HVR과 Ap를 비활성화 시킵니다.
tut:Vertical Flight:TakeOffNow13,A tutorial label,Lift throttle now.  Climb to {50} altitude.,스로틀을 올려 {50} 까지 상승하십시오.
tut:Vertical Flight:HoldAltitude14,A tutorial label,Now set your throttle lever to the midpoint to hover.,이제 스로틀을 중앙으로 위치시켜 호버링 하십시오.
tut:Vertical Flight:HoverInfo15,A tutorial label,You should now be in a stable hover,이제 안정적으로 호버링이 가능할 것입니다.
tut:Vertical Flight:HoverInfo216,A tutorial label,You can make adjustments to the throttle to climb or descend as needed.,스로틀을 조정해 상승 혹은 하강이 가능합니다.
tut:Vertical Flight:LatMovementInfo17,A tutorial label,Now you can use the joystick to move around,이제 조이스틱을 움직여 이동이 가능합니다
tut:Vertical Flight:LatMovementInfo218,A tutorial label,The HVR autopilot will handle attitude control,HVR 오토 파일럿이 고도 조정을 자동으로 담당할 것입니
tut:Vertical Flight:LatMovementInfo319,A tutorial label,You just have to tilt the joystick in the direction you want to go,"조이스틱을 움직이기만 하면, 자동으로 가고자 하는 곳으로 이동이 가능합니다."
tut:Vertical Flight:LatMovementInfo420,A tutorial label,You can also twist the joystick to yaw,조이스틱을 비틀어 yaw를 조정 가능합니다.
tut:Vertical Flight:LatMovementHUD21,A tutorial label,Horizontal Velocity Indicator,수직 속도 표시
tut:Vertical Flight:StudyMovement22,A tutorial label,"As you move around, study how the AP handles the vehicle",움직임에 따라 AP가 어떻게 기체를 조정하는지 연구해 보십시오
tut:Vertical Flight:StartTargets23,A tutorial label,Let's try flying into some targets.,이제 목표물들을 향해 움직여 봅시다.
tut:Vertical Flight:HoverWaypoint024,A tutorial label,Hover here!,이곳으로 호버링 하십시오!
tut:Vertical Flight:HoverWaypoint125,A tutorial label,Hover here!,이곳으로 호버링 하십시오!
tut:Vertical Flight:HoverWaypoint226,A tutorial label,Hover here!,이곳으로 호버링 하십시오!
tut:Vertical Flight:HoverWaypoint327,A tutorial label,Hover here!,이곳으로 호버링 하십시오!
tut:Vertical Flight:GoodJob28,A tutorial label,Great! Now lets try to land back on the helipad.,멋집니다! 이제 다시 헬리패드에 착륙해 봅시다.
tut:Vertical Flight:StopBeforeLand29,A tutorial label,"Bring yourself to a stop by centering the throttle, and steering the stick in the opposite direction as your horizontal velocity indicator.",스로틀을 중앙에 정렬시켜 정지한뒤 수직 속도 표시기와 반대 방향으로 스틱을 조정하십시오.
tut:Vertical Flight:FaceLanding30,A tutorial label,Rotate to face towards the helipads.,헬리패드를 향해 회전하십시오.
tut:Vertical Flight:HeadTowardPad31,A tutorial label,Begin to move towards the pad.  Adjust your altitude control and steer so your velocity vector is pointed just above the pad.,헬리패드를 향해 움직이십시오. 고도조정과 스티어링을 조정하며 속도 벡터가 패드 바로 위에 있도록 조정하십시오.
tut:Vertical Flight:AlmostLand32,A tutorial label,Slow your forward speed and rate of descent.,속도와 하강 속도를 감소시키십시오.
tut:Vertical Flight:Land33,A tutorial label,Adjust rate of descent to bring it down gently.,수치를 안정화 시키며 안정적으로 착륙하십시오.
tut:Vertical Flight:Touchdown34,A tutorial label,Touch down!  Throttle down and enable brake locks.,터치다운! 스로틀을 내리고 브레이크 록을 거십시오.
tut:Vertical Flight:Brake Locks35,A tutorial label,Enable brake lock.,브레이크 록을 거십시오.
tut:Vertical Flight:Congrats36,A tutorial label,Congratulations!  Next time: Manual vertical flight and transitioning.,축하합니다! 다음 튜토리얼: 수동 수직 이착륙과 변환
PGM-27 x19_fullName,Full equip name of: PGM-27 x19,PGM-27 x19,PGM-27 x19
PGM-27 x19_description,Item description of: PGM-27 x19,"A rack of 2.75 inch rockets which have been fitted with a laser guidance package, turning them into precision guided munitions.
Requires continuous lock for guidance (not fire-and-forget).","2.75인치 로켓 랙으로 레이저 유도 패키지를 장착해 정밀 유도 탄약으로 개조됐습니다.
명중를 위해 대상을 보고있어야합니다(발사 후 망각이 아님)."
EUCAV GUN_fullName,Full equip name of: EUCAV GUN,EUCAV GUN,EUCAV GUN
EUCAV GUN_description,Item description of: EUCAV GUN,EUCAV GUN,EUCAV GUN
eqSublabel_GPS-BOMB-INTERNAL,HUD sub-label of an equip,GPS BOMB INTERNAL,내장 GPS 폭탄
Mk.82 Bomb x3_fullName,Full equip name of: Mk.82 Bomb x3,Mk.82 Bomb x3,Mk.82 폭탄 x3
Mk.82 Bomb x3_description,Item description of: Mk.82 Bomb x3,Standard un-guided 500lb bombs.,표준형 무유도 500 파운드 폭탄 입니다.
ASF-SRM-RA x2_fullName,Full equip name of: ASF-SRM-RA x2,ASF-SRM-RA x2,ASF-SRM-RA x2
ASF-SRM-RA x2_description,Item description of: ASF-SRM-RA x2,A rack of two older rear-aspect heat-seeking anti-air missiles.,구형 후방 열추적 대공 미사일 2개 입니다.
AGM-114 x4_fullName,Full equip name of: AGM-114 x4,AGM-114 x4,AGM-114 x4
AGM-114 x4_description,Item description of: AGM-114 x4,"A rack of 4 laser guided anti-tank missiles.
Requires continuous lock for guidance (not fire-and-forget).","레이저 유도 대전차 미사일 4발 입니다.
명중를 위해 대상을 보고있어야합니다(발사 후 망각이 아님)."
Mk-82AIR High Drag Bomb x2_fullName,Full equip name of: Mk-82AIR High Drag Bomb x2,Mk-82AIR High Drag Bomb x2,Mk-82AIR 고저항 폭탄 x2
Mk-82AIR High Drag Bomb x2_description,Item description of: Mk-82AIR High Drag Bomb x2,Standard un-guided 500lb bombs. Deploys an inflatable drag chute to slow descent for low altitude bombing.,표준형 무유도 500파운드 폭탄 입니다. 저고도 폭격을 위해 낙하 속도를 늦추는 팽창 식 감속 낙하산을 갖추고 있습니다.
GMA-6 x2_fullName,Full equip name of: GMA-6 x2,GMA-6 x2,GMA-6 x2
GMA-6 x2_description,Item description of: GMA-6 x2,"A medium range optically guided ""fire-and-forget"" anti-tank missile.",중거리 광학 유도식 발사 후 망각 대-전차 미사일입니다.
GBU-39 SD Bomb x4_fullName,Full equip name of: GBU-39 SD Bomb x4,GBU-39 SD Bomb x4,GBU-39 소형 폭탄 x4
GBU-39 SD Bomb x4_description,Item description of: GBU-39 SD Bomb x4,GPS guided small diameter bomb. It has built-in folding wings that allow it to glide for long distances and hit targets with precision.,GPS 유도 소형 활강 폭탄입니다.  접이식 날개가 부착되어 있어 장거리를 활강해 정확히 타격 가능합니다.
BSM-66LR_fullName,Full equip name of: BSM-66LR,BSM-66LR,BSM-66LR
BSM-66LR_description,Item description of: BSM-66LR,Standard semi-active radar-guided surface to air missile. Equipped with first stage booster for extended range.,표준형 반능동 레이더 유도 미사일. 1단계 부스터를 이용해 사거리를 증가시킵니다.
ASF-SRM x3_fullName,Full equip name of: ASF-SRM x3,ASF-SRM x3,ASF-SRM x3
ASF-SRM x3_description,Item description of: ASF-SRM x3,A rack of three standard heat-seeking anti-air missiles.,표준형 열추적 추적 대공 미사일 3개입니다.
eqSublabel_LASER-BOMB-INTERNAL,HUD sub-label of an equip,LASER BOMB INTERNAL,내장 레이저 폭탄
AGM-145 Ballista x2_fullName,Full equip name of: AGM-145 Ballista x2,AGM-145 Ballista x2,AGM-145 발리스타 x2
AGM-145 Ballista x2_description,Item description of: AGM-145 Ballista x2,"Small anti-tank missiles with advanced optics, ""fire and forget"", and smart self-targeting technology. Can be fired without line of sight to the designated target point, and will acquire hostile targets automatically.","소형 광학 유도 대전차 미사일 입니다. ""발사 후 망각"" 기능과 스마트 목표 추적 기능이 탑제되었습니다. 목표 지점을 보지 않고 발사할 수 있으며, 자동으로 적대적인 대상을 획득합니다."
AGM-188 MARM_fullName,Full equip name of: AGM-188 MARM,AGM-188 MARM,AGM-188 MARM
AGM-188 MARM_description,Item description of: AGM-188 MARM,Medium range anti-radiation missile with a unique top down attack angle.,중거리 대-레이더 미사일입니다. 상부 타격 공격을 합니다.
ASRM-93 x2_fullName,Full equip name of: ASRM-93 x2,ASRM-93 x2,ASRM-93 x2
ASRM-93 x2_description,Item description of: ASRM-93 x2,Heat seeking short range air to air missiles.  Internally stowed.,열추적 유도 단거리 공대공 미사일. 내부 무장창에 탑재됩니다.
AGM-145 Ballista x3_fullName,Full equip name of: AGM-145 Ballista x3,AGM-145 Ballista x3,AGM-145 발리스타 x3
AGM-145 Ballista x3_description,Item description of: AGM-145 Ballista x3,"Small anti-tank missiles with advanced optics, ""fire and forget"", and smart self-targeting technology. Can be fired without line of sight to the designated target point, and will acquire hostile targets automatically.","소형 광학 유도 대전차 미사일 입니다. ""발사 후 망각"" 기능과 스마트 목표 추적 기능이 탑제되었습니다. 목표 지점을 보지 않고 발사할 수 있으며, 자동으로 적대적인 대상을 획득합니다."
ASF-SRM-RA x3_fullName,Full equip name of: ASF-SRM-RA x3,ASF-SRM-RA x3,ASF-SRM-RA x3
ASF-SRM-RA x3_description,Item description of: ASF-SRM-RA x3,A rack of three older rear-aspect heat-seeking anti-air missiles.,구형 후방 열추적 대공 미사일 3개 입니다.
Backstop_fullName,Full equip name of: Backstop,Backstop,Backstop
Backstop_description,Item description of: Backstop,Standard semi-active radar-guided surface to air missile.,표준형 반능동 레이더 지대공 미사일 입니다.
ASMRM-1 x1_fullName,Full equip name of: ASMRM-1 x1,ASMRM-1 x1,ASMRM-1 x1
ASMRM-1 x1_description,Item description of: ASMRM-1 x1,"Older, medium range semi-active radar air to air missile. Requires radar lock until intercept.",구형 중거리 반능동 레이더 공대공 미사일입니다 명중할 때까지 레이더 고정이 필요합니다.
AIM-9E Sidewinder_fullName,Full equip name of: AIM-9E Sidewinder,AIM-9E Sidewinder,AIM-9E 사이드와인더
AIM-9E Sidewinder_description,Item description of: AIM-9E Sidewinder,"A single AIM-9E. An older short range, rear-aspect, heat seeking air to air missile.",AIM-9E 입니다. 단거리 후방 열 추적이 가능한 오래된 미사일 입니다.
Hydra-70 x14 Rocket Pod_fullName,Full equip name of: Hydra-70 x14 Rocket Pod,Hydra-70 x14 Rocket Pod,Hydra-70 x14 로켓 포드
Hydra-70 x14 Rocket Pod_description,Item description of: Hydra-70 x14 Rocket Pod,"A pair of pods carrying a total of 14 high explosive rockets.  Can be fired in single shot mode, or rapid fire (ripple).",14개의 고폭탄 로켓이 들어있는 발사관 입니다. 단발 사격 또는 속사 사격이 가능합니다.
mfdpOpenMenu,Tooltip for button that opens a menu.,Open Menu,메뉴 열기
mfdpBLANK,Label for a minimized MFD portal that is empty. Opens the portal menu.,BLANK,비어있음
MFDPortalHome_MFDPortalPage_pageName,MFD portal page name,Menu,메뉴
MFDPortalHome_MFDPortalPage_pageLabel,MFD portal page button label,MENU,메뉴
MapMFDPage_MFDPortalPage_pageName,MFD portal page name,Nav Map,네비 지도
MapMFDPage_MFDPortalPage_pageLabel,MFD portal page button label,NAV,지도
ObjectivesPage_MFDPortalPage_pageName,MFD portal page name,Objectives,목표
ObjectivesPage_MFDPortalPage_pageLabel,MFD portal page button label,OBJCTV,목표
SCamPage_MFDPortalPage_pageName,MFD portal page name,SpectatorCam,관전 카메라
SCamPage_MFDPortalPage_pageLabel,MFD portal page button label,S-CAM,관전
RWRPage_MFDPortalPage_pageName,MFD portal page name,RWR,레이더 경보 수신기 (RWR)
RWRPage_MFDPortalPage_pageLabel,MFD portal page button label,RWR,RWR
OptionsPage_MFDPortalPage_pageName,MFD portal page name,Vehicle Options,기체 설정
OptionsPage_MFDPortalPage_pageLabel,MFD portal page button label,OPTS,설정
F-45A_mfd_altitudeSettings:T5_tooltip,Tooltip for an MFD button.,Back,뒤로 가기
F-45A_mfd_altitudeSettings:L3_tooltip,Tooltip for an MFD button.,Min Alt +,최소 고도 +
F-45A_mfd_altitudeSettings:L4_tooltip,Tooltip for an MFD button.,Min Alt -,최소 고도 -
F-45A_mfd_altitudeSettings:R3_tooltip,Tooltip for an MFD button.,Max Alt +,최대 고도 +
F-45A_mfd_altitudeSettings:R4_tooltip,Tooltip for an MFD button.,Max Alt -,최대 고도 -
F-45A_mfd_altitudeSettings:L2_tooltip,Tooltip for an MFD button.,Toggle Alt Mode,고도계 모드 전환
StoresManagementPage_MFDPortalPage_pageName,MFD portal page name,Stores Mgmt Sys,장비 관리 시스템
StoresManagementPage_MFDPortalPage_pageLabel,MFD portal page button label,SMS,SMS
s_sms_mode_0,SMS mode button labels,Config,설정
s_sms_mode_1,SMS mode button labels,Arming,무장
s_sms_mode_2,SMS mode button labels,Jettison,버리기
s_sms_armed,Armed label for an equip in the SMS config view.,[ ARMED ],[ 무장 ]
s_sms_disarmed,Disarmed label for an equip in the SMS config view.,DISARMED,무장 해제
s_sms_jettison,Jettison label for an equip in the SMS config view.,JETTISON,버리기
s_sms_optionToggle,Tooltip prefix for SMS equipment option toggles,Toggle,토글
s_sms_optionRipple,Ripple button label for SMS equipment option.,Ripple,속사
s_sms_rippleSingle,Label for ripple setting set to single-fire (no ripple),Single,단발
s_bdo_open,SMS bay door override in OPEN position,OPEN,열기
s_bdo_auto,SMS bay door override in AUTO position,AUTO,자동
RadarDisplay_MFDPortalPage_pageName,MFD portal page name,Radar,레이더
RadarDisplay_MFDPortalPage_pageLabel,MFD portal page button label,RADAR,레이더
GPSSystem_MFDPortalPage_pageName,MFD portal page name,GPS Targets,GPS 표적
GPSSystem_MFDPortalPage_pageLabel,MFD portal page button label,GPST,GPS 표적
EOTSPortalPage_MFDPortalPage_pageName,MFD portal page name,EO Targeting,전자 광학 타겟팅 시스템 (Electro-Optical Targeting System)
EOTSPortalPage_MFDPortalPage_pageLabel,MFD portal page button label,EOTS,EOTS
MFDCommsMenu_MFDPortalPage_pageName,MFD portal page name,Communications,통신
MFDCommsMenu_MFDPortalPage_pageLabel,MFD portal page button label,COMMS,통신
GameMenuPage_MFDPortalPage_pageName,MFD portal page name,Game Menu,게임 메뉴
GameMenuPage_MFDPortalPage_pageLabel,MFD portal page button label,GAME,게임
TacticalSituationDisplay_MFDPortalPage_pageName,MFD portal page name,Tactical Situation Display,전술 상황 디스플레이 (Tactical Situation Display)
TacticalSituationDisplay_MFDPortalPage_pageLabel,MFD portal page button label,TSD,TSD
AIM-120 Advanced Radar Missile x2_fullName,Full equip name of: AIM-120 Advanced Radar Missile x2,AIM-120 Advanced Radar Missile x2,AIM-120 첨단 레이더 미사일 x2
AIM-120 Advanced Radar Missile x2_description,Item description of: AIM-120 Advanced Radar Missile x2,A rack of two radar guided medium range air to air missiles.,레이더 유도 중거리 공대공 미사일 입니다.2발 장착됩니다.
fa26_loadout_extFuelL,External Fuel Left,Ext fuel l,왼쪽 외부 연료
fa26_loadout_extFuelR,External Fuel Right,Ext fuel r,오른쪽 외부 연료
fa26_loadout_extFuelC,External Fuel Centerline,Ext fuel center,중앙 외부 연료
fa26_loadout_extSensor,External Sensor,Ext sensor,외부 센서
fa26_loadout_cft,Conformal Fuel Tank,Cft,일체형 연료 탱크
Mk.82 Bomb x2_fullName,Full equip name of: Mk.82 Bomb x2,Mk.82 Bomb x2,Mk-82 폭탄 x2
Mk.82 Bomb x2_description,Item description of: Mk.82 Bomb x2,Two standard un-guided 500lb bombs.,두발의 표준형 무유도 500파운드 폭탄 입니다.
eqSublabel_BOMB-INTERNAL,HUD sub-label of an equip,BOMB INTERNAL,내장 폭탄
GAU-8 Avenger_fullName,Full equip name of: GAU-8 Avenger,GAU-8 Avenger,GAU-8 어벤져
